Key,Uniqueness Ratio,Completeness Ratio,Running Time for UR
"year, franchID, playoff, confID, GF",1.0000,0.3766,0.0030
"year, franchID, playoff, confID, rank",1.0000,0.3766,0.0030
"year, franchID, playoff, divID, GF",1.0000,0.4885,0.0030
"year, franchID, playoff, divID, rank",1.0000,0.4885,0.0030
"year, franchID, playoff, GF, rank",1.0000,0.6162,0.0030
"year, franchID, confID, divID, GF",1.0000,0.5938,0.0030
"year, franchID, confID, divID, rank",1.0000,0.5938,0.0030
"year, franchID, confID, GF, rank",1.0000,0.5938,0.0030
"year, franchID, divID, GF, rank",1.0000,0.7709,0.0050
"year, playoff, confID, divID, GF",0.9934,0.3766,0.0030
"year, playoff, confID, divID, rank",1.0000,0.3766,0.0030
"year, playoff, confID, GF, rank",0.9961,0.3766,0.0030
"year, playoff, divID, GF, rank",1.0000,0.4885,0.0030
"year, confID, divID, GF, rank",1.0000,0.5938,0.0030
"tmID, name, lgID, franchID, playoff",0.4608,0.6162,0.0030
"tmID, name, lgID, franchID, confID",0.4082,0.5938,0.0040
"tmID, name, lgID, franchID, divID",0.2449,0.7709,0.0040
"tmID, name, lgID, franchID, GF",0.8381,1.0000,0.0040
"tmID, name, lgID, franchID, rank",0.0994,1.0000,0.0040
"tmID, name, lgID, playoff, confID",0.6794,0.3766,0.0040
"tmID, name, lgID, playoff, divID",0.6116,0.4885,0.0030
"tmID, name, lgID, playoff, GF",0.9803,0.6162,0.0040
"tmID, name, lgID, playoff, rank",0.6103,0.6162,0.0040
"tmID, name, lgID, confID, divID",0.4101,0.5938,0.0040
"tmID, name, lgID, confID, GF",0.9408,0.5938,0.0040
"tmID, name, lgID, confID, rank",0.4602,0.5938,0.0040
"tmID, name, lgID, divID, GF",0.9355,0.7709,0.0040
"tmID, name, lgID, divID, rank",0.3634,0.7709,0.0040
"tmID, name, lgID, GF, rank",0.9677,1.0000,0.0050
"tmID, name, franchID, playoff, confID",0.6794,0.3766,0.0040
"tmID, name, franchID, playoff, divID",0.6116,0.4885,0.0030
"tmID, name, franchID, playoff, GF",0.9803,0.6162,0.0040
"tmID, name, franchID, playoff, rank",0.6103,0.6162,0.0040
"tmID, name, franchID, confID, divID",0.4101,0.5938,0.0040
"tmID, name, franchID, confID, GF",0.9408,0.5938,0.0040
"tmID, name, franchID, confID, rank",0.4602,0.5938,0.0030
"tmID, name, franchID, divID, GF",0.9355,0.7709,0.0050
"tmID, name, franchID, divID, rank",0.3634,0.7709,0.0040
"tmID, name, franchID, GF, rank",0.9677,1.0000,0.0050
"tmID, name, playoff, confID, divID",0.6912,0.3766,0.0030
"tmID, name, playoff, confID, GF",0.9921,0.3766,0.0030
"tmID, name, playoff, confID, rank",0.7847,0.3766,0.0040
"tmID, name, playoff, divID, GF",0.9908,0.4885,0.0030
"tmID, name, playoff, divID, rank",0.7544,0.4885,0.0030
"tmID, name, playoff, GF, rank",0.9921,0.6162,0.0040
"tmID, name, confID, divID, GF",0.9487,0.5938,0.0040
"tmID, name, confID, divID, rank",0.4779,0.5938,0.0040
"tmID, name, confID, GF, rank",0.9862,0.5938,0.0040
"tmID, name, divID, GF, rank",0.9822,0.7709,0.0040
"tmID, lgID, franchID, playoff, confID",0.6794,0.3766,0.0030
"tmID, lgID, franchID, playoff, divID",0.6116,0.4885,0.0030
"tmID, lgID, franchID, playoff, GF",0.9803,0.6162,0.0040
"tmID, lgID, franchID, playoff, rank",0.6043,0.6162,0.0040
"tmID, lgID, franchID, confID, divID",0.4101,0.5938,0.0030
"tmID, lgID, franchID, confID, GF",0.9408,0.5938,0.0030
"tmID, lgID, franchID, confID, rank",0.4589,0.5938,0.0030
"tmID, lgID, franchID, divID, GF",0.9355,0.7709,0.0040
"tmID, lgID, franchID, divID, rank",0.3614,0.7709,0.0040
"tmID, lgID, franchID, GF, rank",0.9664,1.0000,0.0050
"tmID, lgID, playoff, confID, divID",0.6912,0.3766,0.0030
"tmID, lgID, playoff, confID, GF",0.9921,0.3766,0.0030
"tmID, lgID, playoff, confID, rank",0.7814,0.3766,0.0030
"tmID, lgID, playoff, divID, GF",0.9908,0.4885,0.0040
"tmID, lgID, playoff, divID, rank",0.7512,0.4885,0.0030
"tmID, lgID, playoff, GF, rank",0.9921,0.6162,0.0040
"tmID, lgID, confID, divID, GF",0.9487,0.5938,0.0040
"tmID, lgID, confID, divID, rank",0.4760,0.5938,0.0040
"tmID, lgID, confID, GF, rank",0.9862,0.5938,0.0040
"tmID, lgID, divID, GF, rank",0.9822,0.7709,0.0040
"tmID, franchID, playoff, confID, divID",0.6912,0.3766,0.0030
"tmID, franchID, playoff, confID, GF",0.9921,0.3766,0.0030
"tmID, franchID, playoff, confID, rank",0.7814,0.3766,0.0030
"tmID, franchID, playoff, divID, GF",0.9908,0.4885,0.0040
"tmID, franchID, playoff, divID, rank",0.7512,0.4885,0.0040
"tmID, franchID, playoff, GF, rank",0.9921,0.6162,0.0040
"tmID, franchID, confID, divID, GF",0.9487,0.5938,0.0040
"tmID, franchID, confID, divID, rank",0.4760,0.5938,0.0040
"tmID, franchID, confID, GF, rank",0.9862,0.5938,0.0040
"tmID, franchID, divID, GF, rank",0.9822,0.7709,0.0040
"tmID, playoff, confID, divID, GF",0.9934,0.3766,0.0040
"tmID, playoff, confID, divID, rank",0.7933,0.3766,0.0030
"tmID, playoff, confID, GF, rank",0.9974,0.3766,0.0030
"tmID, playoff, divID, GF, rank",0.9947,0.4885,0.0030
"tmID, confID, divID, GF, rank",0.9862,0.5938,0.0040
"name, lgID, franchID, playoff, confID",0.6794,0.3766,0.0040
"name, lgID, franchID, playoff, divID",0.6116,0.4885,0.0040
"name, lgID, franchID, playoff, GF",0.9803,0.6162,0.0040
"name, lgID, franchID, playoff, rank",0.6103,0.6162,0.0040
"name, lgID, franchID, confID, divID",0.4101,0.5938,0.0040
"name, lgID, franchID, confID, GF",0.9408,0.5938,0.0040
"name, lgID, franchID, confID, rank",0.4602,0.5938,0.0040
"name, lgID, franchID, divID, GF",0.9355,0.7709,0.0040
"name, lgID, franchID, divID, rank",0.3634,0.7709,0.0040
"name, lgID, franchID, GF, rank",0.9677,1.0000,0.0050
"name, lgID, playoff, confID, divID",0.6912,0.3766,0.0030
"name, lgID, playoff, confID, GF",0.9921,0.3766,0.0040
"name, lgID, playoff, confID, rank",0.7847,0.3766,0.0040
"name, lgID, playoff, divID, GF",0.9908,0.4885,0.0040
"name, lgID, playoff, divID, rank",0.7544,0.4885,0.0030
"name, lgID, playoff, GF, rank",0.9921,0.6162,0.0040
"name, lgID, confID, divID, GF",0.9487,0.5938,0.0040
"name, lgID, confID, divID, rank",0.4779,0.5938,0.0040
"name, lgID, confID, GF, rank",0.9862,0.5938,0.0040
"name, lgID, divID, GF, rank",0.9822,0.7709,0.0040
"name, franchID, playoff, confID, divID",0.6912,0.3766,0.0030
"name, franchID, playoff, confID, GF",0.9921,0.3766,0.0030
"name, franchID, playoff, confID, rank",0.7847,0.3766,0.0030
"name, franchID, playoff, divID, GF",0.9908,0.4885,0.0040
"name, franchID, playoff, divID, rank",0.7544,0.4885,0.0030
"name, franchID, playoff, GF, rank",0.9921,0.6162,0.0040
"name, franchID, confID, divID, GF",0.9487,0.5938,0.0040
"name, franchID, confID, divID, rank",0.4779,0.5938,0.0040
"name, franchID, confID, GF, rank",0.9862,0.5938,0.0040
"name, franchID, divID, GF, rank",0.9822,0.7709,0.0040
"name, playoff, confID, divID, GF",0.9934,0.3766,0.0030
"name, playoff, confID, divID, rank",0.7966,0.3766,0.0030
"name, playoff, confID, GF, rank",0.9974,0.3766,0.0030
"name, playoff, divID, GF, rank",0.9947,0.4885,0.0040
"name, confID, divID, GF, rank",0.9862,0.5938,0.0040
"lgID, franchID, playoff, confID, divID",0.6886,0.3766,0.0040
"lgID, franchID, playoff, confID, GF",0.9908,0.3766,0.0030
"lgID, franchID, playoff, confID, rank",0.7801,0.3766,0.0030
"lgID, franchID, playoff, divID, GF",0.9895,0.4885,0.0040
"lgID, franchID, playoff, divID, rank",0.7485,0.4885,0.0030
"lgID, franchID, playoff, GF, rank",0.9908,0.6162,0.0040
"lgID, franchID, confID, divID, GF",0.9460,0.5938,0.0040
"lgID, franchID, confID, divID, rank",0.4720,0.5938,0.0050
"lgID, franchID, confID, GF, rank",0.9849,0.5938,0.0040
"lgID, franchID, divID, GF, rank",0.9809,0.7709,0.0040
"lgID, playoff, confID, divID, GF",0.9454,0.3766,0.0040
"lgID, playoff, confID, divID, rank",0.6583,0.3766,0.0030
"lgID, playoff, confID, GF, rank",0.9691,0.3766,0.0040
"lgID, playoff, divID, GF, rank",0.9796,0.4885,0.0040
"lgID, confID, divID, GF, rank",0.9315,0.5938,0.0040
"franchID, playoff, confID, divID, GF",0.9921,0.3766,0.0030
"franchID, playoff, confID, divID, rank",0.7920,0.3766,0.0030
"franchID, playoff, confID, GF, rank",0.9961,0.3766,0.0030
"franchID, playoff, divID, GF, rank",0.9934,0.4885,0.0030
"franchID, confID, divID, GF, rank",0.9849,0.5938,0.0030
"playoff, confID, divID, GF, rank",0.9822,0.3766,0.0030
"year, tmID, name, lgID, franchID, playoff",1.0000,0.6162,0.0040
"year, tmID, name, lgID, franchID, confID",1.0000,0.5938,0.0040
"year, tmID, name, lgID, franchID, divID",1.0000,0.7709,0.0040
"year, tmID, name, lgID, franchID, GF",1.0000,1.0000,0.0050
"year, tmID, name, lgID, franchID, rank",1.0000,1.0000,0.0050
"year, tmID, name, lgID, playoff, confID",1.0000,0.3766,0.0030
"year, tmID, name, lgID, playoff, divID",1.0000,0.4885,0.0040
"year, tmID, name, lgID, playoff, GF",1.0000,0.6162,0.0040
"year, tmID, name, lgID, playoff, rank",1.0000,0.6162,0.0040
"year, tmID, name, lgID, confID, divID",1.0000,0.5938,0.0040
"year, tmID, name, lgID, confID, GF",1.0000,0.5938,0.0040
"year, tmID, name, lgID, confID, rank",1.0000,0.5938,0.0040
"year, tmID, name, lgID, divID, GF",1.0000,0.7709,0.0050
"year, tmID, name, lgID, divID, rank",1.0000,0.7709,0.0040
"year, tmID, name, lgID, GF, rank",1.0000,1.0000,0.0050
"year, tmID, name, franchID, playoff, confID",1.0000,0.3766,0.0030
"year, tmID, name, franchID, playoff, divID",1.0000,0.4885,0.0030
"year, tmID, name, franchID, playoff, GF",1.0000,0.6162,0.0040
"year, tmID, name, franchID, playoff, rank",1.0000,0.6162,0.0040
"year, tmID, name, franchID, confID, divID",1.0000,0.5938,0.0040
"year, tmID, name, franchID, confID, GF",1.0000,0.5938,0.0040
"year, tmID, name, franchID, confID, rank",1.0000,0.5938,0.0030
"year, tmID, name, franchID, divID, GF",1.0000,0.7709,0.0040
"year, tmID, name, franchID, divID, rank",1.0000,0.7709,0.0050
"year, tmID, name, franchID, GF, rank",1.0000,1.0000,0.0050
"year, tmID, name, playoff, confID, divID",1.0000,0.3766,0.0030
"year, tmID, name, playoff, confID, GF",1.0000,0.3766,0.0030
"year, tmID, name, playoff, confID, rank",1.0000,0.3766,0.0030
"year, tmID, name, playoff, divID, GF",1.0000,0.4885,0.0030
"year, tmID, name, playoff, divID, rank",1.0000,0.4885,0.0040
"year, tmID, name, playoff, GF, rank",1.0000,0.6162,0.0040
"year, tmID, name, confID, divID, GF",1.0000,0.5938,0.0040
"year, tmID, name, confID, divID, rank",1.0000,0.5938,0.0040
"year, tmID, name, confID, GF, rank",1.0000,0.5938,0.0040
"year, tmID, name, divID, GF, rank",1.0000,0.7709,0.0040
"year, tmID, lgID, franchID, playoff, confID",1.0000,0.3766,0.0030
"year, tmID, lgID, franchID, playoff, divID",1.0000,0.4885,0.0030
"year, tmID, lgID, franchID, playoff, GF",1.0000,0.6162,0.0040
"year, tmID, lgID, franchID, playoff, rank",1.0000,0.6162,0.0040
"year, tmID, lgID, franchID, confID, divID",1.0000,0.5938,0.0040
"year, tmID, lgID, franchID, confID, GF",1.0000,0.5938,0.0050
"year, tmID, lgID, franchID, confID, rank",1.0000,0.5938,0.0040
"year, tmID, lgID, franchID, divID, GF",1.0000,0.7709,0.0040
"year, tmID, lgID, franchID, divID, rank",1.0000,0.7709,0.0040
"year, tmID, lgID, franchID, GF, rank",1.0000,1.0000,0.0050
"year, tmID, lgID, playoff, confID, divID",1.0000,0.3766,0.0030
"year, tmID, lgID, playoff, confID, GF",1.0000,0.3766,0.0030
"year, tmID, lgID, playoff, confID, rank",1.0000,0.3766,0.0030
"year, tmID, lgID, playoff, divID, GF",1.0000,0.4885,0.0030
"year, tmID, lgID, playoff, divID, rank",1.0000,0.4885,0.0030
"year, tmID, lgID, playoff, GF, rank",1.0000,0.6162,0.0040
"year, tmID, lgID, confID, divID, GF",1.0000,0.5938,0.0040
"year, tmID, lgID, confID, divID, rank",1.0000,0.5938,0.0060
"year, tmID, lgID, confID, GF, rank",1.0000,0.5938,0.0040
"year, tmID, lgID, divID, GF, rank",1.0000,0.7709,0.0040
"year, tmID, franchID, playoff, confID, divID",1.0000,0.3766,0.0030
"year, tmID, franchID, playoff, confID, GF",1.0000,0.3766,0.0030
"year, tmID, franchID, playoff, confID, rank",1.0000,0.3766,0.0040
"year, tmID, franchID, playoff, divID, GF",1.0000,0.4885,0.0030
"year, tmID, franchID, playoff, divID, rank",1.0000,0.4885,0.0030
"year, tmID, franchID, playoff, GF, rank",1.0000,0.6162,0.0040
"year, tmID, franchID, confID, divID, GF",1.0000,0.5938,0.0030
"year, tmID, franchID, confID, divID, rank",1.0000,0.5938,0.0030
"year, tmID, franchID, confID, GF, rank",1.0000,0.5938,0.0040
"year, tmID, franchID, divID, GF, rank",1.0000,0.7709,0.0040
"year, tmID, playoff, confID, divID, GF",1.0000,0.3766,0.0030
"year, tmID, playoff, confID, divID, rank",1.0000,0.3766,0.0040
"year, tmID, playoff, confID, GF, rank",1.0000,0.3766,0.0030
"year, tmID, playoff, divID, GF, rank",1.0000,0.4885,0.0040
"year, tmID, confID, divID, GF, rank",1.0000,0.5938,0.0040
"year, name, lgID, franchID, playoff, confID",1.0000,0.3766,0.0040
"year, name, lgID, franchID, playoff, divID",1.0000,0.4885,0.0040
"year, name, lgID, franchID, playoff, GF",1.0000,0.6162,0.0040
"year, name, lgID, franchID, playoff, rank",1.0000,0.6162,0.0040
"year, name, lgID, franchID, confID, divID",1.0000,0.5938,0.0040
"year, name, lgID, franchID, confID, GF",1.0000,0.5938,0.0030
"year, name, lgID, franchID, confID, rank",1.0000,0.5938,0.0040
"year, name, lgID, franchID, divID, GF",1.0000,0.7709,0.0050
"year, name, lgID, franchID, divID, rank",1.0000,0.7709,0.0040
"year, name, lgID, franchID, GF, rank",1.0000,1.0000,0.0050
"year, name, lgID, playoff, confID, divID",1.0000,0.3766,0.0030
"year, name, lgID, playoff, confID, GF",1.0000,0.3766,0.0030
"year, name, lgID, playoff, confID, rank",1.0000,0.3766,0.0030
"year, name, lgID, playoff, divID, GF",1.0000,0.4885,0.0040
"year, name, lgID, playoff, divID, rank",1.0000,0.4885,0.0040
"year, name, lgID, playoff, GF, rank",1.0000,0.6162,0.0040
"year, name, lgID, confID, divID, GF",1.0000,0.5938,0.0040
"year, name, lgID, confID, divID, rank",1.0000,0.5938,0.0040
"year, name, lgID, confID, GF, rank",1.0000,0.5938,0.0040
"year, name, lgID, divID, GF, rank",1.0000,0.7709,0.0050
"year, name, franchID, playoff, confID, divID",1.0000,0.3766,0.0040
"year, name, franchID, playoff, confID, GF",1.0000,0.3766,0.0040
"year, name, franchID, playoff, confID, rank",1.0000,0.3766,0.0030
"year, name, franchID, playoff, divID, GF",1.0000,0.4885,0.0030
"year, name, franchID, playoff, divID, rank",1.0000,0.4885,0.0030
"year, name, franchID, playoff, GF, rank",1.0000,0.6162,0.0040
"year, name, franchID, confID, divID, GF",1.0000,0.5938,0.0040
"year, name, franchID, confID, divID, rank",1.0000,0.5938,0.0040
"year, name, franchID, confID, GF, rank",1.0000,0.5938,0.0040
"year, name, franchID, divID, GF, rank",1.0000,0.7709,0.0040
"year, name, playoff, confID, divID, GF",1.0000,0.3766,0.0030
"year, name, playoff, confID, divID, rank",1.0000,0.3766,0.0030
"year, name, playoff, confID, GF, rank",1.0000,0.3766,0.0040
"year, name, playoff, divID, GF, rank",1.0000,0.4885,0.0040
"year, name, confID, divID, GF, rank",1.0000,0.5938,0.0040
"year, lgID, franchID, playoff, confID, divID",1.0000,0.3766,0.0030
"year, lgID, franchID, playoff, confID, GF",1.0000,0.3766,0.0030
"year, lgID, franchID, playoff, confID, rank",1.0000,0.3766,0.0040
"year, lgID, franchID, playoff, divID, GF",1.0000,0.4885,0.0040
"year, lgID, franchID, playoff, divID, rank",1.0000,0.4885,0.0040
"year, lgID, franchID, playoff, GF, rank",1.0000,0.6162,0.0040
"year, lgID, franchID, confID, divID, GF",1.0000,0.5938,0.0040
"year, lgID, franchID, confID, divID, rank",1.0000,0.5938,0.0040
"year, lgID, franchID, confID, GF, rank",1.0000,0.5938,0.0040
"year, lgID, franchID, divID, GF, rank",1.0000,0.7709,0.0050
"year, lgID, playoff, confID, divID, GF",0.9934,0.3766,0.0030
"year, lgID, playoff, confID, divID, rank",1.0000,0.3766,0.0030
"year, lgID, playoff, confID, GF, rank",0.9961,0.3766,0.0030
"year, lgID, playoff, divID, GF, rank",1.0000,0.4885,0.0030
"year, lgID, confID, divID, GF, rank",1.0000,0.5938,0.0040
"year, franchID, playoff, confID, divID, GF",1.0000,0.3766,0.0030
"year, franchID, playoff, confID, divID, rank",1.0000,0.3766,0.0030
"year, franchID, playoff, confID, GF, rank",1.0000,0.3766,0.0040
"year, franchID, playoff, divID, GF, rank",1.0000,0.4885,0.0040
"year, franchID, confID, divID, GF, rank",1.0000,0.5938,0.0040
"year, playoff, confID, divID, GF, rank",1.0000,0.3766,0.0030
"tmID, name, lgID, franchID, playoff, confID",0.6794,0.3766,0.0050
"tmID, name, lgID, franchID, playoff, divID",0.6116,0.4885,0.0040
"tmID, name, lgID, franchID, playoff, GF",0.9803,0.6162,0.0040
"tmID, name, lgID, franchID, playoff, rank",0.6103,0.6162,0.0040
"tmID, name, lgID, franchID, confID, divID",0.4101,0.5938,0.0040
"tmID, name, lgID, franchID, confID, GF",0.9408,0.5938,0.0040
"tmID, name, lgID, franchID, confID, rank",0.4602,0.5938,0.0030
"tmID, name, lgID, franchID, divID, GF",0.9355,0.7709,0.0050
"tmID, name, lgID, franchID, divID, rank",0.3634,0.7709,0.0050
"tmID, name, lgID, franchID, GF, rank",0.9677,1.0000,0.0050
"tmID, name, lgID, playoff, confID, divID",0.6912,0.3766,0.0030
"tmID, name, lgID, playoff, confID, GF",0.9921,0.3766,0.0030
"tmID, name, lgID, playoff, confID, rank",0.7847,0.3766,0.0030
"tmID, name, lgID, playoff, divID, GF",0.9908,0.4885,0.0030
"tmID, name, lgID, playoff, divID, rank",0.7544,0.4885,0.0040
"tmID, name, lgID, playoff, GF, rank",0.9921,0.6162,0.0040
"tmID, name, lgID, confID, divID, GF",0.9487,0.5938,0.0040
"tmID, name, lgID, confID, divID, rank",0.4779,0.5938,0.0050
"tmID, name, lgID, confID, GF, rank",0.9862,0.5938,0.0040
"tmID, name, lgID, divID, GF, rank",0.9822,0.7709,0.0040
"tmID, name, franchID, playoff, confID, divID",0.6912,0.3766,0.0030
"tmID, name, franchID, playoff, confID, GF",0.9921,0.3766,0.0040
"tmID, name, franchID, playoff, confID, rank",0.7847,0.3766,0.0030
"tmID, name, franchID, playoff, divID, GF",0.9908,0.4885,0.0040
"tmID, name, franchID, playoff, divID, rank",0.7544,0.4885,0.0030
"tmID, name, franchID, playoff, GF, rank",0.9921,0.6162,0.0040
"tmID, name, franchID, confID, divID, GF",0.9487,0.5938,0.0050
"tmID, name, franchID, confID, divID, rank",0.4779,0.5938,0.0040
"tmID, name, franchID, confID, GF, rank",0.9862,0.5938,0.0040
"tmID, name, franchID, divID, GF, rank",0.9822,0.7709,0.0040
"tmID, name, playoff, confID, divID, GF",0.9934,0.3766,0.0030
"tmID, name, playoff, confID, divID, rank",0.7966,0.3766,0.0030
"tmID, name, playoff, confID, GF, rank",0.9974,0.3766,0.0030
"tmID, name, playoff, divID, GF, rank",0.9947,0.4885,0.0030
"tmID, name, confID, divID, GF, rank",0.9862,0.5938,0.0040
"tmID, lgID, franchID, playoff, confID, divID",0.6912,0.3766,0.0040
"tmID, lgID, franchID, playoff, confID, GF",0.9921,0.3766,0.0040
"tmID, lgID, franchID, playoff, confID, rank",0.7814,0.3766,0.0040
"tmID, lgID, franchID, playoff, divID, GF",0.9908,0.4885,0.0040
"tmID, lgID, franchID, playoff, divID, rank",0.7512,0.4885,0.0030
"tmID, lgID, franchID, playoff, GF, rank",0.9921,0.6162,0.0040
"tmID, lgID, franchID, confID, divID, GF",0.9487,0.5938,0.0050
"tmID, lgID, franchID, confID, divID, rank",0.4760,0.5938,0.0040
"tmID, lgID, franchID, confID, GF, rank",0.9862,0.5938,0.0040
"tmID, lgID, franchID, divID, GF, rank",0.9822,0.7709,0.0040
"tmID, lgID, playoff, confID, divID, GF",0.9934,0.3766,0.0040
"tmID, lgID, playoff, confID, divID, rank",0.7933,0.3766,0.0030
"tmID, lgID, playoff, confID, GF, rank",0.9974,0.3766,0.0030
"tmID, lgID, playoff, divID, GF, rank",0.9947,0.4885,0.0040
"tmID, lgID, confID, divID, GF, rank",0.9862,0.5938,0.0040
"tmID, franchID, playoff, confID, divID, GF",0.9934,0.3766,0.0030
"tmID, franchID, playoff, confID, divID, rank",0.7933,0.3766,0.0030
"tmID, franchID, playoff, confID, GF, rank",0.9974,0.3766,0.0040
"tmID, franchID, playoff, divID, GF, rank",0.9947,0.4885,0.0040
"tmID, franchID, confID, divID, GF, rank",0.9862,0.5938,0.0039
"tmID, playoff, confID, divID, GF, rank",0.9974,0.3766,0.0040
"name, lgID, franchID, playoff, confID, divID",0.6912,0.3766,0.0050
"name, lgID, franchID, playoff, confID, GF",0.9921,0.3766,0.0050
"name, lgID, franchID, playoff, confID, rank",0.7847,0.3766,0.0040
"name, lgID, franchID, playoff, divID, GF",0.9908,0.4885,0.0040
"name, lgID, franchID, playoff, divID, rank",0.7544,0.4885,0.0040
"name, lgID, franchID, playoff, GF, rank",0.9921,0.6162,0.0040
"name, lgID, franchID, confID, divID, GF",0.9487,0.5938,0.0040
"name, lgID, franchID, confID, divID, rank",0.4779,0.5938,0.0040
"name, lgID, franchID, confID, GF, rank",0.9862,0.5938,0.0040
"name, lgID, franchID, divID, GF, rank",0.9822,0.7709,0.0050
"name, lgID, playoff, confID, divID, GF",0.9934,0.3766,0.0040
"name, lgID, playoff, confID, divID, rank",0.7966,0.3766,0.0040
"name, lgID, playoff, confID, GF, rank",0.9974,0.3766,0.0030
"name, lgID, playoff, divID, GF, rank",0.9947,0.4885,0.0030
"name, lgID, confID, divID, GF, rank",0.9862,0.5938,0.0040
"name, franchID, playoff, confID, divID, GF",0.9934,0.3766,0.0030
"name, franchID, playoff, confID, divID, rank",0.7966,0.3766,0.0040
"name, franchID, playoff, confID, GF, rank",0.9974,0.3766,0.0040
"name, franchID, playoff, divID, GF, rank",0.9947,0.4885,0.0040
"name, franchID, confID, divID, GF, rank",0.9862,0.5938,0.0040
"name, playoff, confID, divID, GF, rank",0.9974,0.3766,0.0030
"lgID, franchID, playoff, confID, divID, GF",0.9921,0.3766,0.0030
"lgID, franchID, playoff, confID, divID, rank",0.7920,0.3766,0.0030
"lgID, franchID, playoff, confID, GF, rank",0.9961,0.3766,0.0040
"lgID, franchID, playoff, divID, GF, rank",0.9934,0.4885,0.0040
"lgID, franchID, confID, divID, GF, rank",0.9849,0.5938,0.0040
"lgID, playoff, confID, divID, GF, rank",0.9822,0.3766,0.0040
"franchID, playoff, confID, divID, GF, rank",0.9961,0.3766,0.0030
"year, tmID, name, lgID, franchID, playoff, confID",1.0000,0.3766,0.0040
"year, tmID, name, lgID, franchID, playoff, divID",1.0000,0.4885,0.0040
"year, tmID, name, lgID, franchID, playoff, GF",1.0000,0.6162,0.0040
"year, tmID, name, lgID, franchID, playoff, rank",1.0000,0.6162,0.0050
"year, tmID, name, lgID, franchID, confID, divID",1.0000,0.5938,0.0040
"year, tmID, name, lgID, franchID, confID, GF",1.0000,0.5938,0.0050
"year, tmID, name, lgID, franchID, confID, rank",1.0000,0.5938,0.0050
"year, tmID, name, lgID, franchID, divID, GF",1.0000,0.7709,0.0050
"year, tmID, name, lgID, franchID, divID, rank",1.0000,0.7709,0.0050
"year, tmID, name, lgID, franchID, GF, rank",1.0000,1.0000,0.0050
"year, tmID, name, lgID, playoff, confID, divID",1.0000,0.3766,0.0040
"year, tmID, name, lgID, playoff, confID, GF",1.0000,0.3766,0.0040
"year, tmID, name, lgID, playoff, confID, rank",1.0000,0.3766,0.0030
"year, tmID, name, lgID, playoff, divID, GF",1.0000,0.4885,0.0040
"year, tmID, name, lgID, playoff, divID, rank",1.0000,0.4885,0.0040
"year, tmID, name, lgID, playoff, GF, rank",1.0000,0.6162,0.0040
"year, tmID, name, lgID, confID, divID, GF",1.0000,0.5938,0.0040
"year, tmID, name, lgID, confID, divID, rank",1.0000,0.5938,0.0040
"year, tmID, name, lgID, confID, GF, rank",1.0000,0.5938,0.0040
"year, tmID, name, lgID, divID, GF, rank",1.0000,0.7709,0.0049
"year, tmID, name, franchID, playoff, confID, divID",1.0000,0.3766,0.0030
"year, tmID, name, franchID, playoff, confID, GF",1.0000,0.3766,0.0040
"year, tmID, name, franchID, playoff, confID, rank",1.0000,0.3766,0.0040
"year, tmID, name, franchID, playoff, divID, GF",1.0000,0.4885,0.0060
"year, tmID, name, franchID, playoff, divID, rank",1.0000,0.4885,0.0040
"year, tmID, name, franchID, playoff, GF, rank",1.0000,0.6162,0.0040
"year, tmID, name, franchID, confID, divID, GF",1.0000,0.5938,0.0070
"year, tmID, name, franchID, confID, divID, rank",1.0000,0.5938,0.0040
"year, tmID, name, franchID, confID, GF, rank",1.0000,0.5938,0.0040
"year, tmID, name, franchID, divID, GF, rank",1.0000,0.7709,0.0050
"year, tmID, name, playoff, confID, divID, GF",1.0000,0.3766,0.0029
"year, tmID, name, playoff, confID, divID, rank",1.0000,0.3766,0.0040
"year, tmID, name, playoff, confID, GF, rank",1.0000,0.3766,0.0030
"year, tmID, name, playoff, divID, GF, rank",1.0000,0.4885,0.0040
"year, tmID, name, confID, divID, GF, rank",1.0000,0.5938,0.0040
"year, tmID, lgID, franchID, playoff, confID, divID",1.0000,0.3766,0.0040
"year, tmID, lgID, franchID, playoff, confID, GF",1.0000,0.3766,0.0040
"year, tmID, lgID, franchID, playoff, confID, rank",1.0000,0.3766,0.0030
"year, tmID, lgID, franchID, playoff, divID, GF",1.0000,0.4885,0.0040
"year, tmID, lgID, franchID, playoff, divID, rank",1.0000,0.4885,0.0040
"year, tmID, lgID, franchID, playoff, GF, rank",1.0000,0.6162,0.0040
"year, tmID, lgID, franchID, confID, divID, GF",1.0000,0.5938,0.0040
"year, tmID, lgID, franchID, confID, divID, rank",1.0000,0.5938,0.0040
"year, tmID, lgID, franchID, confID, GF, rank",1.0000,0.5938,0.0040
"year, tmID, lgID, franchID, divID, GF, rank",1.0000,0.7709,0.0050
"year, tmID, lgID, playoff, confID, divID, GF",1.0000,0.3766,0.0040
"year, tmID, lgID, playoff, confID, divID, rank",1.0000,0.3766,0.0040
"year, tmID, lgID, playoff, confID, GF, rank",1.0000,0.3766,0.0040
"year, tmID, lgID, playoff, divID, GF, rank",1.0000,0.4885,0.0040
"year, tmID, lgID, confID, divID, GF, rank",1.0000,0.5938,0.0040
"year, tmID, franchID, playoff, confID, divID, GF",1.0000,0.3766,0.0030
"year, tmID, franchID, playoff, confID, divID, rank",1.0000,0.3766,0.0040
