Key,Uniqueness Ratio,Completeness Ratio,Running Time for UR
"year, tmIDWinner, tmIDLoser, series, GoalsLoser",1.0000,0.8882,0.0030
"year, tmIDWinner, tmIDLoser, series, note",1.0000,0.0349,0.0020
"year, tmIDWinner, tmIDLoser, lgIDWinner, lgIDLoser",1.0000,1.0000,0.0030
"year, tmIDWinner, tmIDLoser, lgIDWinner, GoalsWinner",1.0000,1.0000,0.0030
"year, tmIDWinner, tmIDLoser, lgIDWinner, GoalsLoser",1.0000,1.0000,0.0030
"year, tmIDWinner, tmIDLoser, lgIDWinner, note",1.0000,0.0709,0.0020
"year, tmIDWinner, tmIDLoser, lgIDLoser, GoalsWinner",1.0000,1.0000,0.0040
"year, tmIDWinner, tmIDLoser, lgIDLoser, GoalsLoser",1.0000,1.0000,0.0030
"year, tmIDWinner, tmIDLoser, lgIDLoser, note",1.0000,0.0709,0.0020
"year, tmIDWinner, tmIDLoser, GoalsWinner, GoalsLoser",1.0000,1.0000,0.0030
"year, tmIDWinner, tmIDLoser, GoalsWinner, note",1.0000,0.0709,0.0020
"year, tmIDWinner, tmIDLoser, GoalsLoser, note",1.0000,0.0709,0.0020
"year, tmIDWinner, round, series, lgIDWinner",1.0000,0.8882,0.0030
"year, tmIDWinner, round, series, lgIDLoser",1.0000,0.8882,0.0030
"year, tmIDWinner, round, series, GoalsWinner",1.0000,0.8882,0.0040
"year, tmIDWinner, round, series, GoalsLoser",1.0000,0.8882,0.0030
"year, tmIDWinner, round, series, note",1.0000,0.0349,0.0020
"year, tmIDWinner, round, lgIDWinner, lgIDLoser",1.0000,1.0000,0.0030
"year, tmIDWinner, round, lgIDWinner, GoalsWinner",1.0000,1.0000,0.0040
"year, tmIDWinner, round, lgIDWinner, GoalsLoser",1.0000,1.0000,0.0030
"year, tmIDWinner, round, lgIDWinner, note",1.0000,0.0709,0.0020
"year, tmIDWinner, round, lgIDLoser, GoalsWinner",1.0000,1.0000,0.0030
"year, tmIDWinner, round, lgIDLoser, GoalsLoser",1.0000,1.0000,0.0040
"year, tmIDWinner, round, lgIDLoser, note",1.0000,0.0709,0.0020
"year, tmIDWinner, round, GoalsWinner, GoalsLoser",1.0000,1.0000,0.0030
"year, tmIDWinner, round, GoalsWinner, note",1.0000,0.0709,0.0020
"year, tmIDWinner, round, GoalsLoser, note",1.0000,0.0709,0.0020
"year, tmIDWinner, series, lgIDWinner, lgIDLoser",1.0000,0.8882,0.0030
"year, tmIDWinner, series, lgIDWinner, GoalsWinner",1.0000,0.8882,0.0030
"year, tmIDWinner, series, lgIDWinner, GoalsLoser",1.0000,0.8882,0.0030
"year, tmIDWinner, series, lgIDWinner, note",1.0000,0.0349,0.0020
"year, tmIDWinner, series, lgIDLoser, GoalsWinner",1.0000,0.8882,0.0030
"year, tmIDWinner, series, lgIDLoser, GoalsLoser",1.0000,0.8882,0.0030
"year, tmIDWinner, series, lgIDLoser, note",1.0000,0.0349,0.0020
"year, tmIDWinner, series, GoalsWinner, GoalsLoser",1.0000,0.8882,0.0050
"year, tmIDWinner, series, GoalsWinner, note",1.0000,0.0349,0.0020
"year, tmIDWinner, series, GoalsLoser, note",1.0000,0.0349,0.0020
"year, tmIDWinner, lgIDWinner, lgIDLoser, GoalsWinner",0.9267,1.0000,0.0030
"year, tmIDWinner, lgIDWinner, lgIDLoser, GoalsLoser",0.9327,1.0000,0.0030
"year, tmIDWinner, lgIDWinner, lgIDLoser, note",0.9712,0.0709,0.0020
"year, tmIDWinner, lgIDWinner, GoalsWinner, GoalsLoser",0.9952,1.0000,0.0030
"year, tmIDWinner, lgIDWinner, GoalsWinner, note",0.9976,0.0709,0.0020
"year, tmIDWinner, lgIDWinner, GoalsLoser, note",0.9976,0.0709,0.0020
"year, tmIDWinner, lgIDLoser, GoalsWinner, GoalsLoser",0.9952,1.0000,0.0030
"year, tmIDWinner, lgIDLoser, GoalsWinner, note",0.9976,0.0709,0.0020
"year, tmIDWinner, lgIDLoser, GoalsLoser, note",0.9976,0.0709,0.0020
"year, tmIDWinner, GoalsWinner, GoalsLoser, note",1.0000,0.0709,0.0020
"year, tmIDLoser, round, series, lgIDWinner",1.0000,0.8882,0.0030
"year, tmIDLoser, round, series, lgIDLoser",1.0000,0.8882,0.0030
"year, tmIDLoser, round, series, GoalsWinner",1.0000,0.8882,0.0030
"year, tmIDLoser, round, series, GoalsLoser",1.0000,0.8882,0.0030
"year, tmIDLoser, round, series, note",1.0000,0.0349,0.0020
"year, tmIDLoser, round, lgIDWinner, lgIDLoser",1.0000,1.0000,0.0040
"year, tmIDLoser, round, lgIDWinner, GoalsWinner",1.0000,1.0000,0.0030
"year, tmIDLoser, round, lgIDWinner, GoalsLoser",1.0000,1.0000,0.0030
"year, tmIDLoser, round, lgIDWinner, note",1.0000,0.0709,0.0020
"year, tmIDLoser, round, lgIDLoser, GoalsWinner",1.0000,1.0000,0.0030
"year, tmIDLoser, round, lgIDLoser, GoalsLoser",1.0000,1.0000,0.0030
"year, tmIDLoser, round, lgIDLoser, note",1.0000,0.0709,0.0020
"year, tmIDLoser, round, GoalsWinner, GoalsLoser",1.0000,1.0000,0.0030
"year, tmIDLoser, round, GoalsWinner, note",1.0000,0.0709,0.0020
"year, tmIDLoser, round, GoalsLoser, note",1.0000,0.0709,0.0020
"year, tmIDLoser, series, lgIDWinner, lgIDLoser",1.0000,0.8882,0.0030
"year, tmIDLoser, series, lgIDWinner, GoalsWinner",1.0000,0.8882,0.0030
"year, tmIDLoser, series, lgIDWinner, GoalsLoser",1.0000,0.8882,0.0030
"year, tmIDLoser, series, lgIDWinner, note",1.0000,0.0349,0.0020
"year, tmIDLoser, series, lgIDLoser, GoalsWinner",1.0000,0.8882,0.0030
"year, tmIDLoser, series, lgIDLoser, GoalsLoser",1.0000,0.8882,0.0030
"year, tmIDLoser, series, lgIDLoser, note",1.0000,0.0349,0.0020
"year, tmIDLoser, series, GoalsWinner, GoalsLoser",1.0000,0.8882,0.0030
"year, tmIDLoser, series, GoalsWinner, note",1.0000,0.0349,0.0010
"year, tmIDLoser, series, GoalsLoser, note",1.0000,0.0349,0.0020
"year, tmIDLoser, lgIDWinner, lgIDLoser, GoalsWinner",1.0000,1.0000,0.0030
"year, tmIDLoser, lgIDWinner, lgIDLoser, GoalsLoser",1.0000,1.0000,0.0040
"year, tmIDLoser, lgIDWinner, lgIDLoser, note",1.0000,0.0709,0.0020
"year, tmIDLoser, lgIDWinner, GoalsWinner, GoalsLoser",1.0000,1.0000,0.0030
"year, tmIDLoser, lgIDWinner, GoalsWinner, note",1.0000,0.0709,0.0020
"year, tmIDLoser, lgIDWinner, GoalsLoser, note",1.0000,0.0709,0.0020
"year, tmIDLoser, lgIDLoser, GoalsWinner, GoalsLoser",1.0000,1.0000,0.0030
"year, tmIDLoser, lgIDLoser, GoalsWinner, note",1.0000,0.0709,0.0020
"year, tmIDLoser, lgIDLoser, GoalsLoser, note",1.0000,0.0709,0.0020
"year, tmIDLoser, GoalsWinner, GoalsLoser, note",1.0000,0.0709,0.0020
"year, round, series, lgIDWinner, lgIDLoser",1.0000,0.8882,0.0030
"year, round, series, lgIDWinner, GoalsWinner",1.0000,0.8882,0.0030
"year, round, series, lgIDWinner, GoalsLoser",1.0000,0.8882,0.0030
"year, round, series, lgIDWinner, note",1.0000,0.0349,0.0020
"year, round, series, lgIDLoser, GoalsWinner",1.0000,0.8882,0.0030
"year, round, series, lgIDLoser, GoalsLoser",1.0000,0.8882,0.0030
"year, round, series, lgIDLoser, note",1.0000,0.0349,0.0020
"year, round, series, GoalsWinner, GoalsLoser",1.0000,0.8882,0.0030
"year, round, series, GoalsWinner, note",1.0000,0.0349,0.0020
"year, round, series, GoalsLoser, note",1.0000,0.0349,0.0020
"year, round, lgIDWinner, lgIDLoser, GoalsWinner",0.8125,1.0000,0.0030
"year, round, lgIDWinner, lgIDLoser, GoalsLoser",0.8462,1.0000,0.0030
"year, round, lgIDWinner, lgIDLoser, note",0.9712,0.0709,0.0020
"year, round, lgIDWinner, GoalsWinner, GoalsLoser",0.9784,1.0000,0.0030
"year, round, lgIDWinner, GoalsWinner, note",1.0000,0.0709,0.0020
"year, round, lgIDWinner, GoalsLoser, note",0.9952,0.0709,0.0020
"year, round, lgIDLoser, GoalsWinner, GoalsLoser",0.9784,1.0000,0.0030
"year, round, lgIDLoser, GoalsWinner, note",1.0000,0.0709,0.0020
"year, round, lgIDLoser, GoalsLoser, note",0.9952,0.0709,0.0020
"year, round, GoalsWinner, GoalsLoser, note",1.0000,0.0709,0.0020
"year, series, lgIDWinner, lgIDLoser, GoalsWinner",1.0000,0.8882,0.0030
"year, series, lgIDWinner, lgIDLoser, GoalsLoser",1.0000,0.8882,0.0030
"year, series, lgIDWinner, lgIDLoser, note",1.0000,0.0349,0.0010
"year, series, lgIDWinner, GoalsWinner, GoalsLoser",1.0000,0.8882,0.0030
"year, series, lgIDWinner, GoalsWinner, note",1.0000,0.0349,0.0020
"year, series, lgIDWinner, GoalsLoser, note",1.0000,0.0349,0.0020
"year, series, lgIDLoser, GoalsWinner, GoalsLoser",1.0000,0.8882,0.0030
"year, series, lgIDLoser, GoalsWinner, note",1.0000,0.0349,0.0020
"year, series, lgIDLoser, GoalsLoser, note",1.0000,0.0349,0.0020
"year, series, GoalsWinner, GoalsLoser, note",1.0000,0.0349,0.0020
"year, lgIDWinner, lgIDLoser, GoalsWinner, GoalsLoser",0.9591,1.0000,0.0030
"year, lgIDWinner, lgIDLoser, GoalsWinner, note",0.9976,0.0709,0.0020
"year, lgIDWinner, lgIDLoser, GoalsLoser, note",0.9916,0.0709,0.0020
"year, lgIDWinner, GoalsWinner, GoalsLoser, note",1.0000,0.0709,0.0020
"year, lgIDLoser, GoalsWinner, GoalsLoser, note",1.0000,0.0709,0.0020
"tmIDWinner, tmIDLoser, round, series, lgIDWinner",0.7115,0.8882,0.0030
"tmIDWinner, tmIDLoser, round, series, lgIDLoser",0.7115,0.8882,0.0030
"tmIDWinner, tmIDLoser, round, series, GoalsWinner",0.9760,0.8882,0.0030
"tmIDWinner, tmIDLoser, round, series, GoalsLoser",0.9904,0.8882,0.0030
"tmIDWinner, tmIDLoser, round, series, note",0.9976,0.0349,0.0020
"tmIDWinner, tmIDLoser, round, lgIDWinner, lgIDLoser",0.5601,1.0000,0.0040
"tmIDWinner, tmIDLoser, round, lgIDWinner, GoalsWinner",0.9519,1.0000,0.0030
"tmIDWinner, tmIDLoser, round, lgIDWinner, GoalsLoser",0.9651,1.0000,0.0030
"tmIDWinner, tmIDLoser, round, lgIDWinner, note",0.9892,0.0709,0.0020
"tmIDWinner, tmIDLoser, round, lgIDLoser, GoalsWinner",0.9519,1.0000,0.0040
"tmIDWinner, tmIDLoser, round, lgIDLoser, GoalsLoser",0.9651,1.0000,0.0030
"tmIDWinner, tmIDLoser, round, lgIDLoser, note",0.9892,0.0709,0.0020
"tmIDWinner, tmIDLoser, round, GoalsWinner, GoalsLoser",0.9976,1.0000,0.0030
"tmIDWinner, tmIDLoser, round, GoalsWinner, note",0.9976,0.0709,0.0020
"tmIDWinner, tmIDLoser, round, GoalsLoser, note",0.9952,0.0709,0.0020
"tmIDWinner, tmIDLoser, series, lgIDWinner, lgIDLoser",0.6587,0.8882,0.0030
"tmIDWinner, tmIDLoser, series, lgIDWinner, GoalsWinner",0.9688,0.8882,0.0030
"tmIDWinner, tmIDLoser, series, lgIDWinner, GoalsLoser",0.9880,0.8882,0.0030
"tmIDWinner, tmIDLoser, series, lgIDWinner, note",0.9976,0.0349,0.0020
"tmIDWinner, tmIDLoser, series, lgIDLoser, GoalsWinner",0.9688,0.8882,0.0030
"tmIDWinner, tmIDLoser, series, lgIDLoser, GoalsLoser",0.9880,0.8882,0.0030
"tmIDWinner, tmIDLoser, series, lgIDLoser, note",0.9976,0.0349,0.0020
"tmIDWinner, tmIDLoser, series, GoalsWinner, GoalsLoser",1.0000,0.8882,0.0030
"tmIDWinner, tmIDLoser, series, GoalsWinner, note",1.0000,0.0349,0.0010
"tmIDWinner, tmIDLoser, series, GoalsLoser, note",0.9976,0.0349,0.0020
"tmIDWinner, tmIDLoser, lgIDWinner, lgIDLoser, GoalsWinner",0.8726,1.0000,0.0030
"tmIDWinner, tmIDLoser, lgIDWinner, lgIDLoser, GoalsLoser",0.8966,1.0000,0.0040
"tmIDWinner, tmIDLoser, lgIDWinner, lgIDLoser, note",0.9820,0.0709,0.0020
"tmIDWinner, tmIDLoser, lgIDWinner, GoalsWinner, GoalsLoser",0.9904,1.0000,0.0030
"tmIDWinner, tmIDLoser, lgIDWinner, GoalsWinner, note",0.9976,0.0709,0.0030
"tmIDWinner, tmIDLoser, lgIDWinner, GoalsLoser, note",0.9928,0.0709,0.0020
"tmIDWinner, tmIDLoser, lgIDLoser, GoalsWinner, GoalsLoser",0.9904,1.0000,0.0030
"tmIDWinner, tmIDLoser, lgIDLoser, GoalsWinner, note",0.9976,0.0709,0.0020
"tmIDWinner, tmIDLoser, lgIDLoser, GoalsLoser, note",0.9928,0.0709,0.0020
"tmIDWinner, tmIDLoser, GoalsWinner, GoalsLoser, note",1.0000,0.0709,0.0020
"tmIDWinner, round, series, lgIDWinner, lgIDLoser",0.3233,0.8882,0.0030
"tmIDWinner, round, series, lgIDWinner, GoalsWinner",0.8786,0.8882,0.0030
"tmIDWinner, round, series, lgIDWinner, GoalsLoser",0.8882,0.8882,0.0030
"tmIDWinner, round, series, lgIDWinner, note",0.9808,0.0349,0.0020
"tmIDWinner, round, series, lgIDLoser, GoalsWinner",0.8786,0.8882,0.0030
"tmIDWinner, round, series, lgIDLoser, GoalsLoser",0.8882,0.8882,0.0030
"tmIDWinner, round, series, lgIDLoser, note",0.9808,0.0349,0.0020
"tmIDWinner, round, series, GoalsWinner, GoalsLoser",0.9808,0.8882,0.0030
"tmIDWinner, round, series, GoalsWinner, note",0.9928,0.0349,0.0020
"tmIDWinner, round, series, GoalsLoser, note",0.9928,0.0349,0.0020
"tmIDWinner, round, lgIDWinner, lgIDLoser, GoalsWinner",0.7440,1.0000,0.0030
"tmIDWinner, round, lgIDWinner, lgIDLoser, GoalsLoser",0.7584,1.0000,0.0030
"tmIDWinner, round, lgIDWinner, lgIDLoser, note",0.9555,0.0709,0.0020
"tmIDWinner, round, lgIDWinner, GoalsWinner, GoalsLoser",0.9639,1.0000,0.0030
"tmIDWinner, round, lgIDWinner, GoalsWinner, note",0.9868,0.0709,0.0020
"tmIDWinner, round, lgIDWinner, GoalsLoser, note",0.9820,0.0709,0.0020
"tmIDWinner, round, lgIDLoser, GoalsWinner, GoalsLoser",0.9639,1.0000,0.0030
"tmIDWinner, round, lgIDLoser, GoalsWinner, note",0.9868,0.0709,0.0020
"tmIDWinner, round, lgIDLoser, GoalsLoser, note",0.9820,0.0709,0.0020
"tmIDWinner, round, GoalsWinner, GoalsLoser, note",0.9952,0.0709,0.0020
"tmIDWinner, series, lgIDWinner, lgIDLoser, GoalsWinner",0.8077,0.8882,0.0030
"tmIDWinner, series, lgIDWinner, lgIDLoser, GoalsLoser",0.8317,0.8882,0.0030
"tmIDWinner, series, lgIDWinner, lgIDLoser, note",0.9796,0.0349,0.0020
"tmIDWinner, series, lgIDWinner, GoalsWinner, GoalsLoser",0.9736,0.8882,0.0040
"tmIDWinner, series, lgIDWinner, GoalsWinner, note",0.9904,0.0349,0.0020
"tmIDWinner, series, lgIDWinner, GoalsLoser, note",0.9928,0.0349,0.0010
"tmIDWinner, series, lgIDLoser, GoalsWinner, GoalsLoser",0.9736,0.8882,0.0030
"tmIDWinner, series, lgIDLoser, GoalsWinner, note",0.9904,0.0349,0.0020
"tmIDWinner, series, lgIDLoser, GoalsLoser, note",0.9928,0.0349,0.0010
"tmIDWinner, series, GoalsWinner, GoalsLoser, note",0.9976,0.0349,0.0020
"tmIDWinner, lgIDWinner, lgIDLoser, GoalsWinner, GoalsLoser",0.8558,1.0000,0.0030
"tmIDWinner, lgIDWinner, lgIDLoser, GoalsWinner, note",0.9796,0.0709,0.0020
"tmIDWinner, lgIDWinner, lgIDLoser, GoalsLoser, note",0.9724,0.0709,0.0020
"tmIDWinner, lgIDWinner, GoalsWinner, GoalsLoser, note",0.9880,0.0709,0.0020
"tmIDWinner, lgIDLoser, GoalsWinner, GoalsLoser, note",0.9880,0.0709,0.0020
"tmIDLoser, round, series, lgIDWinner, lgIDLoser",0.3450,0.8882,0.0030
"tmIDLoser, round, series, lgIDWinner, GoalsWinner",0.8990,0.8882,0.0030
"tmIDLoser, round, series, lgIDWinner, GoalsLoser",0.9207,0.8882,0.0030
"tmIDLoser, round, series, lgIDWinner, note",0.9844,0.0349,0.0020
"tmIDLoser, round, series, lgIDLoser, GoalsWinner",0.8990,0.8882,0.0040
"tmIDLoser, round, series, lgIDLoser, GoalsLoser",0.9207,0.8882,0.0030
"tmIDLoser, round, series, lgIDLoser, note",0.9844,0.0349,0.0010
"tmIDLoser, round, series, GoalsWinner, GoalsLoser",0.9904,0.8882,0.0030
"tmIDLoser, round, series, GoalsWinner, note",0.9976,0.0349,0.0020
"tmIDLoser, round, series, GoalsLoser, note",0.9952,0.0349,0.0020
"tmIDLoser, round, lgIDWinner, lgIDLoser, GoalsWinner",0.7861,1.0000,0.0030
"tmIDLoser, round, lgIDWinner, lgIDLoser, GoalsLoser",0.8053,1.0000,0.0040
"tmIDLoser, round, lgIDWinner, lgIDLoser, note",0.9555,0.0709,0.0020
"tmIDLoser, round, lgIDWinner, GoalsWinner, GoalsLoser",0.9784,1.0000,0.0030
"tmIDLoser, round, lgIDWinner, GoalsWinner, note",0.9904,0.0709,0.0020
"tmIDLoser, round, lgIDWinner, GoalsLoser, note",0.9880,0.0709,0.0020
"tmIDLoser, round, lgIDLoser, GoalsWinner, GoalsLoser",0.9784,1.0000,0.0030
"tmIDLoser, round, lgIDLoser, GoalsWinner, note",0.9904,0.0709,0.0020
"tmIDLoser, round, lgIDLoser, GoalsLoser, note",0.9880,0.0709,0.0020
"tmIDLoser, round, GoalsWinner, GoalsLoser, note",1.0000,0.0709,0.0010
"tmIDLoser, series, lgIDWinner, lgIDLoser, GoalsWinner",0.8329,0.8882,0.0030
"tmIDLoser, series, lgIDWinner, lgIDLoser, GoalsLoser",0.8558,0.8882,0.0040
"tmIDLoser, series, lgIDWinner, lgIDLoser, note",0.9844,0.0349,0.0020
"tmIDLoser, series, lgIDWinner, GoalsWinner, GoalsLoser",0.9880,0.8882,0.0030
"tmIDLoser, series, lgIDWinner, GoalsWinner, note",0.9976,0.0349,0.0020
"tmIDLoser, series, lgIDWinner, GoalsLoser, note",0.9952,0.0349,0.0020
"tmIDLoser, series, lgIDLoser, GoalsWinner, GoalsLoser",0.9880,0.8882,0.0030
"tmIDLoser, series, lgIDLoser, GoalsWinner, note",0.9976,0.0349,0.0020
"tmIDLoser, series, lgIDLoser, GoalsLoser, note",0.9952,0.0349,0.0020
"tmIDLoser, series, GoalsWinner, GoalsLoser, note",1.0000,0.0349,0.0020
"tmIDLoser, lgIDWinner, lgIDLoser, GoalsWinner, GoalsLoser",0.8942,1.0000,0.0030
"tmIDLoser, lgIDWinner, lgIDLoser, GoalsWinner, note",0.9856,0.0709,0.0020
"tmIDLoser, lgIDWinner, lgIDLoser, GoalsLoser, note",0.9736,0.0709,0.0020
"tmIDLoser, lgIDWinner, GoalsWinner, GoalsLoser, note",0.9952,0.0709,0.0020
"tmIDLoser, lgIDLoser, GoalsWinner, GoalsLoser, note",0.9952,0.0709,0.0020
"round, series, lgIDWinner, lgIDLoser, GoalsWinner",0.4675,0.8882,0.0030
"round, series, lgIDWinner, lgIDLoser, GoalsLoser",0.5252,0.8882,0.0030
"round, series, lgIDWinner, lgIDLoser, note",0.9651,0.0349,0.0020
"round, series, lgIDWinner, GoalsWinner, GoalsLoser",0.9014,0.8882,0.0030
"round, series, lgIDWinner, GoalsWinner, note",0.9784,0.0349,0.0020
"round, series, lgIDWinner, GoalsLoser, note",0.9772,0.0349,0.0020
"round, series, lgIDLoser, GoalsWinner, GoalsLoser",0.9014,0.8882,0.0040
"round, series, lgIDLoser, GoalsWinner, note",0.9784,0.0349,0.0020
"round, series, lgIDLoser, GoalsLoser, note",0.9772,0.0349,0.0020
"round, series, GoalsWinner, GoalsLoser, note",0.9952,0.0349,0.0020
"round, lgIDWinner, lgIDLoser, GoalsWinner, GoalsLoser",0.7248,1.0000,0.0030
"round, lgIDWinner, lgIDLoser, GoalsWinner, note",0.9567,0.0709,0.0020
"round, lgIDWinner, lgIDLoser, GoalsLoser, note",0.9531,0.0709,0.0020
"round, lgIDWinner, GoalsWinner, GoalsLoser, note",0.9880,0.0709,0.0020
"round, lgIDLoser, GoalsWinner, GoalsLoser, note",0.9880,0.0709,0.0020
"series, lgIDWinner, lgIDLoser, GoalsWinner, GoalsLoser",0.7849,0.8882,0.0030
"series, lgIDWinner, lgIDLoser, GoalsWinner, note",0.9760,0.0349,0.0010
"series, lgIDWinner, lgIDLoser, GoalsLoser, note",0.9736,0.0349,0.0020
"series, lgIDWinner, GoalsWinner, GoalsLoser, note",0.9952,0.0349,0.0020
"series, lgIDLoser, GoalsWinner, GoalsLoser, note",0.9952,0.0349,0.0020
"lgIDWinner, lgIDLoser, GoalsWinner, GoalsLoser, note",0.9663,0.0709,0.0020
"year, tmIDWinner, tmIDLoser, round, series, lgIDWinner",1.0000,0.8882,0.0030
"year, tmIDWinner, tmIDLoser, round, series, lgIDLoser",1.0000,0.8882,0.0040
"year, tmIDWinner, tmIDLoser, round, series, GoalsWinner",1.0000,0.8882,0.0030
"year, tmIDWinner, tmIDLoser, round, series, GoalsLoser",1.0000,0.8882,0.0030
"year, tmIDWinner, tmIDLoser, round, series, note",1.0000,0.0349,0.0020
"year, tmIDWinner, tmIDLoser, round, lgIDWinner, lgIDLoser",1.0000,1.0000,0.0030
"year, tmIDWinner, tmIDLoser, round, lgIDWinner, GoalsWinner",1.0000,1.0000,0.0040
"year, tmIDWinner, tmIDLoser, round, lgIDWinner, GoalsLoser",1.0000,1.0000,0.0040
"year, tmIDWinner, tmIDLoser, round, lgIDWinner, note",1.0000,0.0709,0.0020
"year, tmIDWinner, tmIDLoser, round, lgIDLoser, GoalsWinner",1.0000,1.0000,0.0040
"year, tmIDWinner, tmIDLoser, round, lgIDLoser, GoalsLoser",1.0000,1.0000,0.0030
"year, tmIDWinner, tmIDLoser, round, lgIDLoser, note",1.0000,0.0709,0.0020
"year, tmIDWinner, tmIDLoser, round, GoalsWinner, GoalsLoser",1.0000,1.0000,0.0040
"year, tmIDWinner, tmIDLoser, round, GoalsWinner, note",1.0000,0.0709,0.0020
"year, tmIDWinner, tmIDLoser, round, GoalsLoser, note",1.0000,0.0709,0.0020
"year, tmIDWinner, tmIDLoser, series, lgIDWinner, lgIDLoser",1.0000,0.8882,0.0040
"year, tmIDWinner, tmIDLoser, series, lgIDWinner, GoalsWinner",1.0000,0.8882,0.0030
"year, tmIDWinner, tmIDLoser, series, lgIDWinner, GoalsLoser",1.0000,0.8882,0.0030
"year, tmIDWinner, tmIDLoser, series, lgIDWinner, note",1.0000,0.0349,0.0020
"year, tmIDWinner, tmIDLoser, series, lgIDLoser, GoalsWinner",1.0000,0.8882,0.0030
"year, tmIDWinner, tmIDLoser, series, lgIDLoser, GoalsLoser",1.0000,0.8882,0.0030
"year, tmIDWinner, tmIDLoser, series, lgIDLoser, note",1.0000,0.0349,0.0020
"year, tmIDWinner, tmIDLoser, series, GoalsWinner, GoalsLoser",1.0000,0.8882,0.0030
"year, tmIDWinner, tmIDLoser, series, GoalsWinner, note",1.0000,0.0349,0.0020
"year, tmIDWinner, tmIDLoser, series, GoalsLoser, note",1.0000,0.0349,0.0020
"year, tmIDWinner, tmIDLoser, lgIDWinner, lgIDLoser, GoalsWinner",1.0000,1.0000,0.0030
"year, tmIDWinner, tmIDLoser, lgIDWinner, lgIDLoser, GoalsLoser",1.0000,1.0000,0.0040
"year, tmIDWinner, tmIDLoser, lgIDWinner, lgIDLoser, note",1.0000,0.0709,0.0020
"year, tmIDWinner, tmIDLoser, lgIDWinner, GoalsWinner, GoalsLoser",1.0000,1.0000,0.0030
"year, tmIDWinner, tmIDLoser, lgIDWinner, GoalsWinner, note",1.0000,0.0709,0.0020
"year, tmIDWinner, tmIDLoser, lgIDWinner, GoalsLoser, note",1.0000,0.0709,0.0020
"year, tmIDWinner, tmIDLoser, lgIDLoser, GoalsWinner, GoalsLoser",1.0000,1.0000,0.0030
"year, tmIDWinner, tmIDLoser, lgIDLoser, GoalsWinner, note",1.0000,0.0709,0.0020
"year, tmIDWinner, tmIDLoser, lgIDLoser, GoalsLoser, note",1.0000,0.0709,0.0020
"year, tmIDWinner, tmIDLoser, GoalsWinner, GoalsLoser, note",1.0000,0.0709,0.0020
"year, tmIDWinner, round, series, lgIDWinner, lgIDLoser",1.0000,0.8882,0.0030
"year, tmIDWinner, round, series, lgIDWinner, GoalsWinner",1.0000,0.8882,0.0040
"year, tmIDWinner, round, series, lgIDWinner, GoalsLoser",1.0000,0.8882,0.0040
"year, tmIDWinner, round, series, lgIDWinner, note",1.0000,0.0349,0.0020
"year, tmIDWinner, round, series, lgIDLoser, GoalsWinner",1.0000,0.8882,0.0040
"year, tmIDWinner, round, series, lgIDLoser, GoalsLoser",1.0000,0.8882,0.0040
"year, tmIDWinner, round, series, lgIDLoser, note",1.0000,0.0349,0.0020
"year, tmIDWinner, round, series, GoalsWinner, GoalsLoser",1.0000,0.8882,0.0040
"year, tmIDWinner, round, series, GoalsWinner, note",1.0000,0.0349,0.0020
"year, tmIDWinner, round, series, GoalsLoser, note",1.0000,0.0349,0.0020
"year, tmIDWinner, round, lgIDWinner, lgIDLoser, GoalsWinner",1.0000,1.0000,0.0030
"year, tmIDWinner, round, lgIDWinner, lgIDLoser, GoalsLoser",1.0000,1.0000,0.0030
"year, tmIDWinner, round, lgIDWinner, lgIDLoser, note",1.0000,0.0709,0.0020
"year, tmIDWinner, round, lgIDWinner, GoalsWinner, GoalsLoser",1.0000,1.0000,0.0030
"year, tmIDWinner, round, lgIDWinner, GoalsWinner, note",1.0000,0.0709,0.0020
"year, tmIDWinner, round, lgIDWinner, GoalsLoser, note",1.0000,0.0709,0.0030
"year, tmIDWinner, round, lgIDLoser, GoalsWinner, GoalsLoser",1.0000,1.0000,0.0030
"year, tmIDWinner, round, lgIDLoser, GoalsWinner, note",1.0000,0.0709,0.0020
"year, tmIDWinner, round, lgIDLoser, GoalsLoser, note",1.0000,0.0709,0.0020
"year, tmIDWinner, round, GoalsWinner, GoalsLoser, note",1.0000,0.0709,0.0020
"year, tmIDWinner, series, lgIDWinner, lgIDLoser, GoalsWinner",1.0000,0.8882,0.0030
"year, tmIDWinner, series, lgIDWinner, lgIDLoser, GoalsLoser",1.0000,0.8882,0.0030
"year, tmIDWinner, series, lgIDWinner, lgIDLoser, note",1.0000,0.0349,0.0020
"year, tmIDWinner, series, lgIDWinner, GoalsWinner, GoalsLoser",1.0000,0.8882,0.0030
"year, tmIDWinner, series, lgIDWinner, GoalsWinner, note",1.0000,0.0349,0.0020
"year, tmIDWinner, series, lgIDWinner, GoalsLoser, note",1.0000,0.0349,0.0020
"year, tmIDWinner, series, lgIDLoser, GoalsWinner, GoalsLoser",1.0000,0.8882,0.0040
"year, tmIDWinner, series, lgIDLoser, GoalsWinner, note",1.0000,0.0349,0.0020
"year, tmIDWinner, series, lgIDLoser, GoalsLoser, note",1.0000,0.0349,0.0020
"year, tmIDWinner, series, GoalsWinner, GoalsLoser, note",1.0000,0.0349,0.0020
"year, tmIDWinner, lgIDWinner, lgIDLoser, GoalsWinner, GoalsLoser",0.9952,1.0000,0.0030
